time,open,high,low,close,SMA50,SMA100,SMA200,Basis_BB,Upper_BB,Lower_BB,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram(Signal-MACD),MACD(fast-slow),Signal_sma9,OnBalanceVolume,StochasticOscillator,StochasticOscillator_SMA3,Accumulation/Distribution,Aroon Up,Aroon Down
15/07/2011,131.66,131.87,130.77,131.69,131.5015188,131.7789941,127.8227744,130.875548,135.9602371,125.7908589,51.35774975,55.530181,NaN,NaN,NaN,NaN,NaN,NaN,0.047633557,0.467161013,0.419527456,4650790413,55.73951435,54.20583691,15729701588,57.14285714,0
18/07/2011,131.08,131.28,129.63,130.61,131.4415188,131.7748941,127.9051744,131.053548,135.8299972,126.2770988,47.37945778,55.82576278,NaN,NaN,47.37945778,NaN,NaN,NaN,-0.066660431,0.336201918,0.402862348,4453918349,31.49394347,44.90010268,15766689673,50,0
19/07/2011,131.34,132.89,131.31,132.73,131.4121188,131.7928942,127.9957744,131.305048,135.873888,126.736208,54.78372724,56.17105428,NaN,NaN,NaN,NaN,NaN,NaN,-0.00318261,0.398884086,0.402066696,4620473229,51.0708402,46.10143267,15899511919,42.85714286,0
20/07/2011,133.07001,133.14999,132.42,132.64999,131.3707186,131.7960941,128.0902743,131.4650475,135.9867101,126.9433849,54.4722008,56.21523612,NaN,NaN,NaN,NaN,NaN,NaN,0.02799928,0.437065795,0.409066516,4483327917,49.75271829,44.10583399,15848784367,35.71428571,85.71428571
21/07/2011,133.39999,134.82001,132.6693,134.49001,131.3431188,131.8094943,128.1825244,131.756048,136.2698412,127.2422548,60.09251563,56.37600961,NaN,NaN,NaN,NaN,NaN,NaN,0.159772112,0.608781655,0.449009544,4728598237,80.0660626,60.29654036,16018787258,28.57142857,78.57142857
22/07/2011,134.52,134.72,133.75999,134.58,131.3459188,131.8459944,128.2752744,132.0699985,136.4503553,127.6896417,60.35031398,56.17342095,NaN,NaN,NaN,NaN,60.35031398,NaN,0.235638669,0.74355788,0.507919211,4854617549,81.54859967,70.45579352,16108051320,21.42857143,71.42857143
25/07/2011,133.3,134.49001,133.16,133.83,131.3209188,131.8721943,128.3649744,132.4209985,136.1332385,128.7087585,57.04296829,55.76908871,NaN,NaN,NaN,NaN,NaN,NaN,0.218343939,0.780849134,0.562505196,4717963869,69.19275124,76.9358045,16109077757,14.28571429,64.28571429
26/07/2011,133.74001,133.96001,133.03,133.33,131.306719,131.8707943,128.4489369,132.6904985,135.7952677,129.5857293,54.88355527,55.17899557,NaN,NaN,NaN,NaN,NaN,NaN,0.159020902,0.761281324,0.602260421,4586685741,60.95551895,70.56562328,16062494284,7.142857143,57.14285714
27/07/2011,132.59,132.63,130.42999,130.60001,131.2549192,131.8520944,128.518687,132.739999,135.6735846,129.8064134,44.89114949,53.61281787,NaN,NaN,NaN,NaN,NaN,NaN,-0.066210043,0.519497867,0.58570791,4337665741,16.94103881,49.02976966,15851963546,0,50
28/07/2011,130.60001,131.77,130.00999,130.22,131.1959192,131.8399945,128.584737,132.714999,135.7245545,129.7054435,43.69849952,52.29079663,NaN,NaN,NaN,NaN,NaN,NaN,-0.233500734,0.293831992,0.527332727,4129725869,11.36799351,29.75485042,15693647770,0,42.85714286
29/07/2011,128.91,130.55,127.96671,129.33,131.0953192,131.8074945,128.641787,132.582999,135.9249098,129.2410882,40.95420664,51.476243,NaN,NaN,NaN,NaN,NaN,NaN,-0.387720117,0.042682581,0.430402698,3822683309,19.89246057,16.06716429,15710678815,57.14285714,100
01/08/2011,130.84,130.96001,127.53,128.78,130.9773194,131.7713945,128.698387,132.325999,135.9919528,128.6600452,39.31120624,50.68815679,NaN,NaN,NaN,NaN,NaN,NaN,-0.503080523,-0.198447957,0.304632567,3496892589,17.14675289,16.13573565,15622344196,50,100
02/08/2011,127.81,128.5,125.49001,125.49001,130.8149196,131.7269196,128.737337,131.9099995,136.5632449,127.2567541,31.23810491,49.2135411,NaN,NaN,NaN,NaN,NaN,NaN,-0.761750632,-0.647555723,0.114194909,3150238893,0,12.34640448,15275690500,42.85714286,100
03/08/2011,125.66,126.31,123.53,126.17,130.6971196,131.6802196,128.776787,131.5199995,136.695431,126.344568,34.24385593,48.19282225,NaN,NaN,NaN,NaN,NaN,NaN,-0.841593537,-0.937797013,-0.096203475,3521268397,23.38350453,13.51008581,15609350126,35.71428571,100
04/08/2011,124.42,124.62,120.06,120.25999,130.4633194,131.5823195,128.794437,130.764999,137.6143369,123.9156611,24.30118623,46.26021057,NaN,NaN,NaN,NaN,NaN,NaN,-1.223805762,-1.625960678,-0.402154916,3000546477,1.354944881,8.246149804,15134303283,28.57142857,100
05/08/2011,121.75999,122.07001,116.86,120.08,130.2171194,131.4975195,128.805487,130.0489995,138.1146066,121.9833924,24.07195355,44.59538884,NaN,NaN,NaN,NaN,NaN,NaN,-1.407035232,-2.160948956,-0.753913724,2344985005,17.92872053,14.22238998,15289069599,21.42857143,100
08/08/2011,116.91,120.1218,112.02,112.25999,129.8023192,131.3583694,128.7761369,129.063499,140.1864885,117.9405095,16.70086487,41.87518438,NaN,NaN,16.70086487,NaN,NaN,NaN,-1.940302283,-3.179291578,-1.238989295,1642721197,1.052587258,6.77875089,14628410445,14.28571429,100
09/08/2011,114.07001,117.64,110.27,117.48,129.4817194,131.2546693,128.7718019,128.3674995,140.5135641,116.2214349,31.72900516,40.25067041,NaN,NaN,NaN,NaN,NaN,NaN,-1.828405416,-3.524496065,-1.696090649,2360549805,29.36862348,16.11664375,15315071461,7.142857143,100
10/08/2011,115.25999,116.28,111.95,112.28999,129.0295194,131.0999693,128.7397519,127.389999,141.2820999,113.4978981,26.59212598,37.85778543,NaN,NaN,NaN,NaN,NaN,NaN,-1.978173973,-4.168808115,-2.190634142,1697942445,8.261717791,12.89430951,14756519471,0,92.85714286
11/08/2011,113.25999,118.92,112.317,117.33,128.7387194,130.9758692,128.7328019,126.7099995,141.1625176,112.2574814,37.221375,36.20571836,NaN,NaN,NaN,NaN,NaN,NaN,-1.626733597,-4.224051139,-2.597317542,2185922221,29.14945122,22.25993083,15009488541,0,85.71428571
12/08/2011,118.39999,119.215,117.28,118.12,128.4665194,130.8641693,128.7315019,126.0314995,140.7566945,111.3063045,38.71921234,34.89687865,NaN,NaN,NaN,NaN,NaN,NaN,-1.247086313,-4.156175432,-2.90908912,2499653805,33.13633046,23.51583316,14968144069,0,78.57142857
15/08/2011,119.19,120.74001,119,120.62,128.2705194,130.7737693,128.7426019,125.5319995,140.2798027,110.7841963,43.32733555,34.07143439,NaN,NaN,NaN,NaN,43.32733555,NaN,-0.757690655,-3.856202438,-3.098511783,2758464365,46.28801431,36.19126533,15191253851,0,71.42857143
16/08/2011,119.47,120.69,118.31,119.59,128.0814194,130.6606694,128.7481019,124.8749995,139.4513616,110.2986374,41.92842423,33.85981115,NaN,NaN,NaN,NaN,NaN,NaN,-0.448711194,-3.659400776,-3.210689582,2464369261,43.34883721,40.92439399,15213496338,0,64.28571429
17/08/2011,120.25,121.2,118.72,119.67,127.8956192,130.5443694,128.7538019,124.226,138.5128415,109.9391585,42.08483187,33.74454918,NaN,NaN,NaN,NaN,NaN,NaN,-0.197150015,-3.457127101,-3.259977086,2702570317,45.43255417,45.02313523,15157788027,0,57.14285714
18/08/2011,116.5,119.714,113.39,114.50999,127.617419,130.3796693,128.7289768,123.226999,137.2958304,109.1581676,35.45223994,33.35155156,NaN,NaN,NaN,NaN,NaN,NaN,-0.328720607,-3.670877844,-3.342157237,2189614157,20.49293355,36.42477497,14826522496,7.142857143,50
19/08/2011,112.96001,115.88,112.5,112.64,127.2822192,130.1874693,128.6924268,122.129999,135.9052364,108.3547616,33.39799823,32.92917956,NaN,NaN,33.39799823,NaN,NaN,NaN,-0.482823011,-3.945686001,-3.46286299,1761332813,13.00054855,26.30867875,14433720080,0,42.85714286
22/08/2011,115.17,115.23,112.41,112.73,126.984819,129.9870693,128.6447768,121.074999,134.3263784,107.8236196,33.59742374,33.09770233,NaN,NaN,NaN,NaN,NaN,NaN,-0.516787181,-4.108846967,-3.592059785,2036423501,15.33665835,16.27671348,14221061321,0,35.71428571
23/08/2011,113.14999,116.5665,112.58,116.44,126.759619,129.8255693,128.6133518,120.230499,132.3551008,108.1058972,41.38841898,33.60802826,NaN,NaN,NaN,NaN,NaN,NaN,-0.241472772,-3.89390075,-3.652427978,2367560013,42.99651568,23.77790753,14531182522,0,28.57142857
24/08/2011,116.19,118.24001,115.92,118.08,126.5348188,129.6748694,128.5913017,119.6044985,130.7784879,108.4305091,44.48899052,35.05001428,NaN,NaN,NaN,NaN,NaN,NaN,0.081706826,-3.550294446,-3.632001272,2614429693,66.18638459,41.50651954,14743999230,0,21.42857143
25/08/2011,118.73,119.39999,115.87,116.28,126.3200188,129.5050695,128.5646517,118.9074985,129.0360466,108.7789504,41.87090398,36.32136789,NaN,NaN,NaN,NaN,NaN,NaN,0.198226797,-3.384217775,-3.582444573,2302064381,54.9862763,54.72305886,14504194904,0,14.28571429
26/08/2011,115.69,118.50999,113.85001,117.97,126.1334188,129.3523694,128.5440017,118.3394985,127.2696197,109.4093773,45.13544543,38.35240935,NaN,NaN,NaN,NaN,NaN,NaN,0.401380197,-3.080719327,-3.482099523,2616560125,70.44830741,63.8736561,14745804260,50,7.142857143
29/08/2011,119.56,121.42999,118.0569,121.36,126.0196188,129.2293694,128.5426267,117.9684985,125.6639758,110.2730212,51.0713819,39.73400769,NaN,NaN,NaN,NaN,NaN,NaN,0.755759316,-2.537400379,-3.293159694,2807537309,99.26170808,74.89876393,14928856074,100,0
30/08/2011,120.83,122.42999,119.25999,121.67999,125.8992186,129.1129692,128.5500367,117.7779975,124.8854313,110.6705637,51.60365115,41.5205452,NaN,NaN,NaN,NaN,NaN,NaN,0.988703252,-2.057280629,-3.045983881,3048852989,92.58379569,87.4312704,15055984523,100,0
31/08/2011,122.46001,123.50999,121.3,122.22,125.7546186,129.0065692,128.5609867,117.5804975,123.9224788,111.2385162,52.54192291,42.61487006,NaN,NaN,NaN,NaN,52.54192291,NaN,1.145110371,-1.614595917,-2.759706289,3350681341,88.378458,93.40798726,15005453312,100,0
01/09/2011,122.28999,123.39999,120.78,120.94,125.6000186,128.8913691,128.5748867,117.614498,124.0205434,111.2084526,50.06429002,43.42523275,NaN,NaN,NaN,NaN,NaN,NaN,1.126587851,-1.351471475,-2.478059326,3096095469,76.84691608,85.93638992,14781962016,92.85714286,42.85714286
02/09/2011,118.42,120.8726,117.42999,117.85001,125.390999,128.7551692,128.5730467,117.5029985,123.8103785,111.1956185,44.59704132,43.51592602,NaN,NaN,NaN,NaN,NaN,NaN,0.881316748,-1.376413391,-2.257730139,2840578285,49.00914325,71.41150578,14588794229,85.71428571,35.71428571
06/09/2011,114.39,117.16,114.38,116.99001,125.1945992,128.6104692,128.5582093,117.7394995,123.5802285,111.8987705,43.18357513,43.60557965,NaN,NaN,NaN,NaN,NaN,NaN,0.647085596,-1.448873143,-2.09595874,2555435501,41.26138852,55.70581595,14839065486,78.57142857,28.57142857
07/09/2011,118.75999,120.34,118.36,120.28999,125.041599,128.4977691,128.5582093,117.879999,123.8232883,111.9367097,49.76316986,44.15403237,NaN,NaN,NaN,NaN,NaN,NaN,0.696058222,-1.225885962,-1.921944184,2765238621,70.99096486,53.75383221,15038270370,71.42857143,21.42857143
08/09/2011,119.57001,120.94,118.77,119.03999,124.8301988,128.3677691,128.5524593,118.217499,123.5921188,112.8428792,47.51840683,45.01590143,NaN,NaN,NaN,NaN,NaN,NaN,0.628014711,-1.136925795,-1.764940506,2514670429,59.72969345,57.32734894,14850053243,64.28571429,14.28571429
09/09/2011,117.67999,119.05701,115.28,115.92,124.5341988,128.2213691,128.5398218,118.146999,123.602714,112.691284,42.37975937,45.6574558,NaN,NaN,42.37975937,NaN,NaN,NaN,0.369424941,-1.303159331,-1.672584271,2134475357,31.62165011,54.11410281,14598703393,57.14285714,7.142857143
12/09/2011,114.47,116.75999,114.05,116.67,124.2281988,128.0749691,128.5221718,118.074499,123.5681281,112.5808699,43.94890692,46.39684745,NaN,NaN,NaN,NaN,NaN,NaN,0.251091896,-1.358719402,-1.609811297,2440268893,37.41997934,42.9237743,14884188101,50,0
13/09/2011,117.05,118.17999,116.22,117.74001,123.904599,127.9213691,128.5168719,117.9304995,123.2992497,112.5617493,46.19994426,46.74052783,NaN,NaN,NaN,NaN,NaN,NaN,0.246722264,-1.301408467,-1.548130731,2712783453,40.26923451,36.43695465,15034354123,42.85714286,0
14/09/2011,118.34,120.8,116.72,119.37,123.615799,127.7772691,128.5179119,117.9194995,123.2754904,112.5635086,49.52541517,47.10027245,NaN,NaN,NaN,NaN,NaN,NaN,0.349186042,-1.111648179,-1.460834221,3032172893,57.14287193,44.94402859,15129857828,35.71428571,14.28571429
15/09/2011,120.64999,121.47,119.4034,121.42999,123.3649988,127.655169,128.5325994,118.007499,123.5308604,112.4841376,53.44218353,47.92679242,NaN,NaN,NaN,NaN,NaN,NaN,0.539885339,-0.785977547,-1.325862886,3358949981,78.46786432,58.62665692,15443981910,28.57142857,7.142857143
16/09/2011,121.28999,121.97,120.32001,121.521,123.0882188,127.522469,128.5351544,118.3580495,123.8387797,112.8773193,53.61344353,48.53236371,NaN,NaN,NaN,NaN,53.61344353,NaN,0.649005967,-0.514605428,-1.163611394,3643478109,78.9747135,71.52848325,15573656821,21.42857143,0
19/09/2011,119.53,120.92999,118.72,120.31,122.806419,127.368869,128.5239044,118.7415495,123.6070318,113.8760672,50.92891818,48.52218773,NaN,NaN,NaN,NaN,NaN,NaN,0.616703929,-0.392731483,-1.009435412,3401961165,66.17343147,74.53866977,15679663568,14.28571429,64.28571429
20/09/2011,120.82001,121.99001,120.00999,120.17,122.570419,127.209469,128.5103044,119.1135495,123.150842,115.076257,50.61339746,48.45145532,NaN,NaN,NaN,NaN,NaN,NaN,0.564397356,-0.303938717,-0.868336073,3183029037,64.69351448,69.94721982,15496116264,7.142857143,57.14285714
21/09/2011,120.23,120.60001,116.44,116.63,122.2750192,127.0114691,128.4796544,119.1230495,123.1359537,115.1101453,43.30731467,47.79184045,NaN,NaN,NaN,NaN,NaN,NaN,0.284027891,-0.513301209,-0.7973291,2866777901,27.5936124,52.82018612,15208753384,0,50
22/09/2011,113.25,114.21001,111.3,112.86,121.8954192,126.7778691,128.4298044,118.8620495,123.7054454,114.0186536,37.155965,46.86981723,NaN,NaN,37.155965,NaN,NaN,NaN,-0.139914964,-0.972222806,-0.832307842,2352857901,14.59306399,35.62673029,15245838501,0,100
23/09/2011,112.11,114.16,112.02,113.53999,121.5476192,126.555969,128.3811044,118.725049,123.9895408,113.4605572,38.84329148,46.4588351,NaN,NaN,NaN,NaN,NaN,NaN,-0.347316194,-1.266453084,-0.91913689,2660100397,20.95404962,21.04690867,15375049763,78.57142857,92.85714286
26/09/2011,114.61,116.39999,112.98,116.24001,121.2386194,126.3700691,128.3435045,118.6385495,124.0056725,113.2714265,45.1416443,46.59869718,NaN,NaN,NaN,NaN,NaN,NaN,-0.278415814,-1.267156658,-0.988740844,2920774029,46.21146285,27.25285882,15611335857,71.42857143,85.71428571
27/09/2011,118.53,119.56,116.84,117.53999,120.9772192,126.209369,128.3088044,118.447549,123.6839784,113.2111196,47.92255427,46.46722464,NaN,NaN,NaN,NaN,NaN,NaN,-0.128659526,-1.149565251,-1.020905725,3232527757,58.37216242,41.84589163,15460041315,64.28571429,78.57142857
28/09/2011,117.78,118.49001,114.97,115.145,120.6255192,126.018819,128.2617294,118.1207995,123.3251019,112.9164971,43.54314389,46.18327729,NaN,NaN,NaN,NaN,NaN,NaN,-0.171585904,-1.235388106,-1.063802201,2945831053,35.96816093,46.8505954,15201851304,57.14285714,71.42857143
29/09/2011,117.05,117.63,113.92999,116.05,120.2935194,125.832119,128.2186294,117.8122995,122.7317535,112.8928455,45.5673949,46.41096554,NaN,NaN,NaN,NaN,NaN,NaN,-0.122043043,-1.216356005,-1.094312962,3243939981,44.43400895,46.25811077,15245359782,50,64.28571429
30/09/2011,114.45,115.45,113.07001,113.14999,119.866719,125.6049189,128.1638893,117.422799,122.5203581,112.3252399,40.55004269,46.16818952,NaN,NaN,NaN,NaN,NaN,NaN,-0.25968806,-1.418923037,-1.159234977,2955254413,17.30578362,32.56931783,14976076877,42.85714286,57.14285714
03/10/2011,112.49001,113.95,109.81,109.92999,119.3737188,125.3598188,128.0894392,117.026798,123.0724391,110.9811569,35.83228193,45.42764222,NaN,NaN,35.83228193,NaN,NaN,NaN,-0.527272366,-1.818325435,-1.291053069,2590117773,0.985138764,20.90831045,14632105814,35.71428571,100
04/10/2011,108.35001,112.58,107.42999,112.34,118.9439188,125.1324188,128.0296392,116.7942975,123.1760289,110.4125661,41.33377301,44.84252492,NaN,NaN,NaN,NaN,NaN,NaN,-0.501777045,-1.918274374,-1.41649733,3049295245,33.72254983,17.33782407,15048486246,28.57142857,100
05/10/2011,112.62,114.72,111.58,114.42,118.5657188,124.9362189,127.9787392,116.500798,122.751031,110.250565,45.6637229,44.28692059,NaN,NaN,NaN,NaN,NaN,NaN,-0.313838412,-1.808795345,-1.494956933,3333403277,48.00824449,27.5719777,15278306119,21.42857143,92.85714286
06/10/2011,114.36,116.66,113.50999,116.49001,118.2835188,124.769219,127.9342392,116.373299,122.5142201,110.2323779,49.64677337,44.003587,NaN,NaN,NaN,NaN,NaN,NaN,-0.033857751,-1.537279122,-1.503421371,3591204029,62.22532661,47.98537365,15508282483,14.28571429,85.71428571
07/10/2011,117.17,117.245,115.06,115.71001,117.993319,124.5946191,127.8838893,116.3627995,122.5075017,110.2180973,48.21262671,43.80956618,NaN,NaN,NaN,NaN,NaN,NaN,0.10733221,-1.369256108,-1.476588318,3278546109,56.86819112,55.70058741,15381648155,7.142857143,78.57142857
10/10/2011,117.67999,119.63,117.67,119.58,117.798319,124.4468191,127.8537892,116.5082995,122.8109883,110.2056107,55.13714227,44.13269081,NaN,NaN,NaN,NaN,NaN,NaN,0.450636305,-0.913292936,-1.363929242,3509212301,92.25506112,70.44952628,15600545664,0,71.42857143
11/10/2011,118.87,120.03999,118.75,119.7,117.616719,124.2970192,127.8240393,116.606299,123.0420926,110.1705054,55.33656457,44.99192295,NaN,NaN,NaN,NaN,NaN,NaN,0.662282364,-0.536076287,-1.198358651,3718300237,97.3038065,82.14235291,15699419091,0,64.28571429
12/10/2011,120.60001,122.14,120.33,120.75,117.5219188,124.1684192,127.7986393,116.675299,123.2560921,110.0945059,57.13217046,46.41879477,NaN,NaN,NaN,NaN,NaN,NaN,0.838153831,-0.150666362,-0.988820193,3999844941,90.55065224,93.36983995,15548536017,100,57.14285714
13/10/2011,120.03999,120.87,119.12,120.50999,117.4087186,124.0529191,127.7715892,116.629299,123.0882407,110.1703573,56.57230013,47.68515253,NaN,NaN,NaN,NaN,NaN,NaN,0.898147258,0.13386388,-0.764283378,3787306125,88.9190422,92.25783365,15673627863,92.85714286,50
14/10/2011,121.91,122.60001,121.23,122.57001,117.454919,123.9591192,127.7558393,116.6817495,123.3134601,110.0500389,60.17927165,48.75926877,NaN,NaN,NaN,NaN,NaN,NaN,1.027101102,0.519593,-0.507508103,3998703693,99.80224153,93.09064532,15875767211,100,42.85714286
17/10/2011,121.99001,122.54919,119.92999,120.23,117.457919,123.8375192,127.7282393,116.6777495,123.3007924,110.0547066,54.62881604,49.23828746,NaN,NaN,54.62881604,NaN,NaN,NaN,0.90937742,0.629213672,-0.280163748,3796392125,84.37701466,91.03276613,15719802232,92.85714286,35.71428571
18/10/2011,120.14,123.5,119.2,122.58,117.6643192,123.7333192,127.7058893,116.7982495,123.7505704,109.8459286,58.7441241,50.32407177,NaN,NaN,NaN,NaN,NaN,NaN,0.940445138,0.895392675,-0.045052463,4115250109,94.27505023,92.81810214,15902218660,100,28.57142857
19/10/2011,122.38,123.08,120.71001,121.13,117.7373192,123.6095193,127.6766393,117.0232495,124.2259862,109.8205128,55.40482987,51.02674569,NaN,NaN,NaN,NaN,NaN,NaN,0.818493216,0.978064057,0.159570841,3888648861,85.25203158,87.96803216,15755930205,92.85714286,21.42857143
20/10/2011,121.42999,122.10001,119.82001,121.66,117.9247194,123.4771194,127.6467393,117.4632495,124.6700781,110.2564209,56.3808527,52.15751784,NaN,NaN,NaN,NaN,NaN,NaN,0.731517932,1.073968256,0.342450324,4150724493,88.55010047,89.35906076,15916851540,85.71428571,14.28571429
21/10/2011,123.09,124.12,122.72,123.97,118.0575194,123.3981194,127.6296393,117.98475,125.4840629,110.4854371,60.44436269,53.9155236,NaN,NaN,NaN,NaN,NaN,NaN,0.78295288,1.321141424,0.538188544,4429723789,99.10125878,90.96779694,16136065273,100,7.142857143
24/10/2011,124.17,125.8,124.06,125.49001,118.2049196,123.3357195,127.6213893,118.44725,126.5738133,110.3206867,62.89392413,55.4555344,NaN,NaN,NaN,NaN,NaN,NaN,0.86624455,1.620994231,0.754749681,4632939357,97.82004219,95.15713381,16266873031,100,0
25/10/2011,124.89,124.95,122.78,123.049,118.2534996,123.2620095,127.6017343,118.7227005,127.0778268,110.3675742,56.80963623,56.25167106,NaN,NaN,NaN,NaN,NaN,NaN,0.71037972,1.642724331,0.932344611,4364342621,77.61596614,91.51242237,16064868482,92.85714286,0
26/10/2011,124.35001,124.77,122.21001,124.3,118.3476996,123.2145595,127.5860844,119.1804505,127.7028481,110.6580529,58.99876082,56.91967017,NaN,NaN,NaN,NaN,NaN,NaN,0.646783275,1.740823704,1.09404043,4653396317,86.03351955,87.1565093,16247784859,85.71428571,0
27/10/2011,127.63,129.42,124.3187,128.63,118.5268996,123.2112594,127.5863344,119.8094505,129.1340175,110.4848835,65.51414321,58.15549278,NaN,NaN,NaN,NaN,65.51414321,NaN,0.839373133,2.143256847,1.303883713,5043422045,93.27659574,85.64202715,16517009879,100,0
28/10/2011,128,128.85001,127.8,128.60001,118.8087,123.2130595,127.587497,120.5819515,130.1289732,111.0349298,65.43658339,58.89116714,NaN,NaN,NaN,NaN,NaN,NaN,0.902282249,2.431736524,1.529454275,4817515549,92.31499531,90.54170354,16635342878,92.85714286,0
31/10/2011,127.16,128.6239,125.32001,125.5,119.0659,123.1740596,127.568497,121.360452,129.7786439,112.9422601,57.81704079,59.06834401,NaN,NaN,NaN,NaN,NaN,NaN,0.682634198,2.382747023,1.700112825,4589368925,61.94174757,82.51111288,16432054291,85.71428571,0
01/11/2011,122.03,123.50999,121.52,122.002,119.25134,123.1180795,127.530907,121.843552,129.1743786,114.5127254,50.65015537,58.60534294,NaN,NaN,50.65015537,NaN,NaN,NaN,0.270444451,2.038168388,1.767723937,4172803165,27.98058252,60.74577514,16217283210,78.57142857,7.142857143
02/11/2011,123.83,124.39999,122.7905,123.99001,119.4023402,123.0809796,127.509607,122.3220525,128.8584735,115.7856315,54.13020057,58.43090725,NaN,NaN,NaN,NaN,NaN,NaN,0.108668909,1.903560074,1.794891165,4418332541,46.86898239,45.59710416,16337726834,71.42857143,0
03/11/2011,125.27,126.5,123.595,126.25,119.5657402,123.0502795,127.500457,122.810052,128.9789608,116.6411432,57.77552349,58.25921096,NaN,NaN,NaN,NaN,NaN,NaN,0.129438132,1.95668883,1.827250698,4709507453,68.98238748,47.94398413,16578785582,64.28571429,14.28571429
04/11/2011,125.23,125.7,124.00999,125.481,119.7497602,123.0348895,127.486012,123.2986015,128.6320231,117.9651799,56.14062456,58.36719728,NaN,NaN,NaN,NaN,NaN,NaN,0.069936039,1.914670747,1.844734708,4460105949,61.45792564,59.1030985,16763549682,57.14285714,7.142857143
07/11/2011,125.39,126.39,124.2,126.25999,119.91556,123.0244894,127.4718119,123.632601,128.8275532,118.4376488,57.45402081,58.27504704,NaN,NaN,NaN,NaN,NaN,NaN,0.061870345,1.922072638,1.860202294,4656723133,67.08319488,65.84116933,16936822391,50,0
08/11/2011,126.92,128.02,125.71001,127.88,120.04596,123.0327894,127.4653619,124.041601,129.2216989,118.8615031,60.12807975,58.61242204,NaN,NaN,NaN,NaN,60.12807975,NaN,0.139997722,2.035199446,1.895201724,4881149325,83.95831662,70.83314571,17134045291,42.85714286,7.142857143
09/11/2011,124.89,125.8,122.86,123.161,120.0755802,122.9873994,127.4328169,124.162151,129.1384397,119.1858623,50.22539833,58.17274672,NaN,NaN,50.22539833,NaN,NaN,NaN,-0.136806211,1.724193961,1.861000172,4543167373,20.7721519,57.27122113,16865269167,35.71428571,0
10/11/2011,124.78999,124.94,123.02,124.32001,120.1175804,122.9360995,127.4044669,124.352652,129.0383339,119.6669701,52.30311983,57.59122938,NaN,NaN,NaN,NaN,NaN,NaN,-0.246131019,1.553336398,1.799467417,4775033869,35.44316456,46.72454436,16947390966,28.57142857,50
11/11/2011,125.83,126.99001,125.78999,126.66,120.2319804,122.9159995,127.3991669,124.5571515,129.2707004,119.8436026,56.27185482,57.11822443,NaN,NaN,NaN,NaN,NaN,NaN,-0.168823801,1.588437665,1.757261467,4964958189,65.06329114,40.42620253,17032855486,21.42857143,42.85714286
14/11/2011,126.19,127.45,124.92,125.46001,120.3841804,122.8875897,127.383067,124.818652,129.1037652,120.5335388,53.79962041,56.9032233,NaN,NaN,NaN,NaN,NaN,NaN,-0.204120288,1.502111106,1.706231394,4805699933,49.8735443,50.12666667,16941582250,14.28571429,35.71428571
15/11/2011,125.17,126.75,124.72,126.08299,120.56604,122.8803196,127.3597819,124.9938015,129.183895,120.803708,54.90722946,56.61097106,NaN,NaN,NaN,NaN,NaN,NaN,-0.191341378,1.467054672,1.65839605,4990409309,57.75936709,57.56540084,17004909360,7.142857143,28.57142857
16/11/2011,124.81,126.34,123.89999,124.08,120.6418402,122.8417196,127.3277569,125.1413015,128.9689735,121.3136295,50.69872895,55.55272718,NaN,NaN,NaN,NaN,NaN,NaN,-0.316246795,1.263087556,1.579334351,4754626877,34.92491825,47.51927655,16803916290,0,21.42857143
17/11/2011,123.85001,124.16,121.23,122.105,120.7031404,122.7666696,127.2843819,125.1635515,128.9144215,121.4126815,46.88292904,54.22746616,NaN,NaN,NaN,NaN,NaN,NaN,-0.518395288,0.931340242,1.449735529,4423407165,11.83407944,34.83945493,16670524051,0,100
18/11/2011,122.5,122.75,121.47,121.979,120.8243204,122.6792596,127.238527,125.0640015,129.0354931,121.0925099,46.64174341,53.42923063,NaN,NaN,NaN,NaN,NaN,NaN,-0.639180896,0.650759409,1.289940305,4207826797,11.03092784,19.26330851,16626397444,0,92.85714286
21/11/2011,120.2,120.35001,118.64999,119.661,120.8841404,122.5561696,127.176982,124.772551,129.3807134,120.1643886,42.32766017,52.83476669,NaN,NaN,NaN,NaN,NaN,NaN,-0.841069542,0.238603378,1.07967292,3978215165,10.78984974,11.21828567,16669888077,35.71428571,100
22/11/2011,119.39999,120.10001,118.52,119.19,120.9131402,122.4088696,127.1100819,124.579601,129.7492326,119.4099694,41.4879529,51.93174899,NaN,NaN,NaN,NaN,NaN,NaN,-0.963420469,-0.124602667,0.838817802,3761720349,7.052631579,9.624469719,16637001626,28.57142857,100
23/11/2011,118.07001,119.19,116.56,116.56,120.8569402,122.2363696,127.0315369,124.192601,130.4354513,117.9497507,37.06613843,50.4525072,NaN,NaN,NaN,NaN,NaN,NaN,-1.165091365,-0.617546404,0.547544961,3537188717,0,5.947493774,16412469994,21.42857143,100
25/11/2011,116.38,117.7,116.2,116.34,120.7551404,122.0600696,126.9516319,123.578101,130.3499032,116.8062988,36.71363969,49.06486543,NaN,NaN,36.71363969,NaN,NaN,NaN,-1.24945051,-1.014268177,0.235182333,3437631709,1.184433164,2.745688248,16331496961,14.28571429,100
